277201,1251,2,021333662A4249DD4A6EBB4CAE1900BD2A5C9E8497BA6AAAAA6A9778C100
277203,1251,2,041302FFEFFFEC47E000753A680000A6405C82FB2FE5AAAAAA5DC1D7CAC0
277205,1251,2,06000000000000001248E389E24840B5AA87C794A92B6AAAAA7F374B0BC0
277207,1251,2,07CDCC4C02C02713EBE0BC117F198092354DC0C3CEDD6AAAAA5D4B338100
277209,1251,2,08CFC3B00B800AAAAAAAAAAAAAAA80AAAA94503B24C0AAAAAA60A8660AC0
277211,1251,2,11DE2BC1629726EB3704D8B9BAE080B417D153FC2B87AAAAAA73665E0BC0
277213,1251,2,13D00B1E7028F054E42D5708BD7FC0923EF264B6C643EAAAAA4990D94100
277215,1251,2,1030B9FBB9D182CD98B918642C00C0A9C02AB118B4FB6AAAAA7E931D4AC0
277217,1251,2,009555555555555555555555538D008EB8702700B3CC6AAAAA7329EECBC0
277219,1251,2,009555555555555555555555538D008EB8E16F091BBF2AAAAA7A45158100
277221,1251,2,011311F898EE1868001F06E7AA04C0976DE50143EF9E2AAAAA437C260AC0
277223,1251,2,03133FF06889EB3F5F823B87F37F40805AF44074B53AE9A22B52355F8BC0
277225,1251,2,054BC11429A07F9FC009C6875D2A80AAAAB21D69F9A18E29635CF8EC0100
277227,1251,2,009555555555555555555555538D008EBAE48152863140F0104847A0CAC0
277229,1251,2,1030B9FBB9D182CD98B918642C00C0A9C03A205040000F34027020A68BC0
277231,1251,2,021333662A4249DD4A6EBB4CAE1900BD2A5CA24D14D06AAAAA73F18B0100
277233,1251,2,041302FFEFFFEC47E000753A680000A6405CF3271BFA6AAAAA41F7688AC0
277235,1251,2,06000000000000001248E389E24840B5E69F69CCDB7F6AAAAA6E44D78BC0
277237,1251,2,09CDCC5555555555552A0070176D80B3F3FAC903EC2C6AAAAA7D001DC100
277239,1251,2,0ACCD79FE0DB83FDC3FFF0001900C0A488DEEDE3E9826AAAAA5BB538CAC0
277241,1251,2,120D0CD5142EAF16384EC8DA127EC092A69443C8E2162AAAAA507FC2CBC0
277243,1251,2,14CC3A12D7045A2C91AAD4CE227740917008861CC0B3EAAAAA4ED177C100
277245,1251,2,1030BA7BBBD182CD98B918B1C000C0AA0003F6F7D9EE2AAAAA5C457E8AC0
277247,1251,2,009555555555555555555555538D008EBFE3E646C3D66AAAAA6090850BC0
277249,1251,2,009555555555555555555555538D008EC06984FB427AAAAAAA736B9A0100
277251,1251,2,011311F898EE1868001F06E7AA04C0976DDFC0F3FB4AEAAAAA7712728AC0
277253,1251,2,03133FF06889EB3F5F823B87F37F40805AF62A3CB3046AAAAA60AF518BC0
277255,1251,2,054BC11429A07F9FC009C68760EA80AAAA80AF69574BAAAAAA7192A90100
277257,1251,2,009555555555555555555555538D008EC24C84A0F9016AAAAA5D40D00AC0
277259,1251,2,1030BA7BBBD182CD98B918B1C000C0AA0025BBFCC0002AAAAA6ABADB0BC0
277261,1251,2,0213736627F849DD4A4EBB4CFDCC00BD345CB8F06213EAAAAA4A84C04100
277263,1251,2,041342FFF2FFE9480800753B100000A6405D0C6D8FEE6AAAAA40AA320AC0
277265,1251,2,06000000000000001248E389E24840B62287435C0506EAAAAA59FA704BC0
277267,1251,2,07DDCD01555555555555555555554095556E00C3E6526AAAAA74BA928100
277269,1251,2,08D5555555500AAAAAAAAAAAAAAA80AAAAB04046A140AAAAAA6BF6354AC0
277271,1251,2,11A85BE28182AFB315DDDB3714CD40BF932293E2B0406AAAAA7AADC88BC0
277273,1251,2,13C67E2F38A4657183F3E90DED5B80B7580857EEC643EAAAAA5D608C0100
277275,1251,2,1030BAFBB9D182CD98B918FF5800C0AA20288A7715EAAAAAAA75B4A64AC0
277277,1251,2,009555555555555555555555538D008EC75F0DC0B3EF2AAAAA5FEF66CBC0
277279,1251,2,009555555555555555555555538D008EC7C3951329F2EAAAAA6E1E6D4100
277281,1251,2,011352029BF4B960001F0737AA04C0974DC10903EB29EAAAAA5345B38AC0
277283,1251,2,03137FF06589EB7F5C423B87F37F00BE5AFA97EF071BA9C62F5F73334BC0
277285,1251,2,054BC11429A07F9FC009C68764AA80AAAA821028E5F28FFFFF4EAC450100
277287,1251,2,009555555555555555555555538D008EC9E01FB9FBA40FFF036AF0E14AC0
277289,1251,2,1030BAFBB9D182CD98B918FF5800C0AA2012A21C00000F02035049598BC0
277291,1251,2,0213736627F849DD4A4EBB4CFDCC00BD345C92DC5CE46AAAAA46A9458100
277293,1251,2,041342FFF2FFE9480800753B100000A6405D5AA6A84E6AAAAA4C45B3CAC0
277295,1251,2,06000000000000001248E389E24840B65EBE4F5B0037EAAAAA76CDE3CBC0
277297,1251,2,09DDCD5555555555553000A0302C80B9F11FC243E9CFEAAAAA6F479B4100
277299,1251,2,0ADCD9DFE16569FEE7FFA0001900C0A488E14DF2BE86EAAAAA7206284AC0
277301,1251,2,12165CCEF2D567D1395A2C74B8078082D20A83CBF26B2AAAAA5C27D0CBC0
277303,1251,2,14477E4DEC2B3855563298B50E2A40BA7224279500B06AAAAA5DC0B28100
277305,1251,2,1030BB3BB7D182CD98B9194CF000C0AA302563CE8535EAAAAA4D981ECAC0
277307,1251,2,009555555555555555555555538D008ECED07C8383E4EAAAAA71CBD0CBC0
277309,1251,2,009555555555555555555555538D008ECF79F2C8E77D2AAAAA77F1504100
277311,1251,2,011352029BF4B960001F0737AA04C0974DD240F3CD046AAAAA5F72C34AC0
277313,1251,2,03137FF06589EB7F5C423B87F37F00BE5AD49D6FAEF1EAAAAA64BE3C8BC0
277315,1251,2,054BC11429A07F9FC009C687686A80AAAAAB8BD4617B6AAAAA769757C100
277317,1251,2,009555555555555555555555538D008ED16BB6FDBAFAAAAAAA427554CAC0
277319,1251,2,1030BB3BB7D182CD98B9194CF000C0AA301A01DC80002AAAAA7DD4FFCBC0
277321,1251,2,0213736627F849DD4A4EBB4CFDCC00BD345CAE1364C7EAAAAA5A5E2E4100
277323,1251,2,041342FFF2FFE9480800753B100000A6405DB15BD8A8EAAAAA675FA78AC0
277325,1251,2,06000000000000001248E389E24840B69AA941590401EAAAAA7BC4350BC0
277327,1251,2,07DDCD6400A0570473E7E6BCFF0E40B1B56DC0C3F8ED6AAAAA75AAAA0100
277329,1251,2,08D000000003400901AEB441488A40B3F88F2074DF80AAAAAA7DB9834AC0
277331,1251,2,11A85BE28182AFB315DDDB3714CD40BF9305D3E6FCA92AAAAA5FB4B44BC0
277333,1251,2,13C67E2F38A4657183F3E90DED5B80B7580594A40643EAAAAA69F0CB4100
277335,1251,2,1030BB7BB5D182CD98B9199A8800C0AA4034A5F36FF1EAAAAA5139228AC0
277337,1251,2,009555555555555555555555538D008ED64AE040B0B4AAAAAA53B198CBC0
277339,1251,2,009555555555555555555555538D008ED6D1388EBF44AAAAAA6E83368100
277341,1251,2,011352029BF4B960001F0737AA04C0974DE80903D349A9C02B4748164AC0
277343,1251,2,03137FF06589EB7F5C423B87F37F00BE5AC86955BC7CCE296342A79CCBC0
277345,1251,2,054BC11429A07F9FC009C6876C2A80AAAAB941F085CB00F0A0655C264100
277347,1251,2,009555555555555555555555538D008ED8D7FEB2FC2C4F34027010CA8AC0
277349,1251,2,1030BB7BB5D182CD98B9199A8800C0AA400130BF80002AAAAA4CCABD0BC0
277351,1251,2,0213736627F849DD4A4EBB4CFDCC00BD345CB1F211EBEAAAAA62B2E2C100
277353,1251,2,041342FFF2FFE9480800753B100000A6405DE44428CD6AAAAA5B06F50AC0
277355,1251,2,06000000000000001248E389E24840B6D6900A6E62696AAAAA46CDF7CBC0
277357,1251,2,09DDCD5CD200660018360060239D00A3F3D30243EFB6AAAAAA70887C0100
277359,1251,2,0ADCD79FE0F2FBFF7DFFD0001900C0A488EF2263E906EAAAAA7CD4E44AC0
277361,1251,2,12165CCEF2D567D1395A2C74B8078082D229C3E71E43EAAAAA6FB7FF8BC0
277363,1251,2,14477E4DEC2B3855563298B50E2A40BA720A59E680B0EAAAAA57790EC100
277365,1251,2,1030BBBBB3D182CD98B919E82000C0AA5024F8A82F6E2AAAAA7345410AC0
277367,1251,2,009555555555555555555555538D008EDDF8678383C92AAAAA47F61B4BC0
277369,1251,2,009555555555555555555555538D008EDE40F67642132AAAAA53D28BC100
277371,1251,2,011352029BF4B960001F0737AA04C0974DFDC0F3D76BEAAAAA67C7460AC0
277373,1251,2,03137FF06589EB7F5C423B87F37F00BE5AD148D40C436AAAAA69B21D4BC0
277375,1251,2,054BC11429A07F9FC009C6876FEA80AAAA918C776177EAAAAA7BBE188100
277377,1251,2,009555555555555555555555538D008EE077F2643DBD2AAAAA7A22C24AC0
277379,1251,2,1030BBBBB3D182CD98B919E82000C0AA5015D08F40002AAAAA636FA6CBC0
277381,1251,2,0213736627F849DD4A4EBB4CFDCC00BD345CAB5A7EE82AAAAA5512E90100
277383,1251,2,041342FFF2FFE9480800753B100000A6405C276259342AAAAA5F68D90AC0
277385,1251,2,06000000000000001248E389E24840B712885496F7212AAAAA52B8C64BC0
277387,1251,2,07DDCD01555555555555555555554095557400C3F81FEAAAAA7693894100
277389,1251,2,08D5555555500AAAAAAAAAAAAAAA80AAAA9254A457C0AAAAAA62EBAE8AC0
277391,1251,2,11A85BE28182AFB315DDDB3714CD40BF930853E7A770EAAAAA5423D2CBC0
277393,1251,2,13C67E2F38A4657183F3E90DED5B80B758010F344643EAAAAA7BFA7E4100
277395,1251,2,1030BC3BB3D180CD98B71A35B800C0AA8038F976EE81EAAAAA6EF2DF8AC0
277397,1251,2,009555555555555555555555538D008EE55379C0B11C6AAAAA5CEB5E0BC0
277399,1251,2,009555555555555555555555538D008EE5E8123C9E54EAAAAA7949FB4100
277401,1251,2,011352029BF4B960001F0737AA04C0974DD88903FF542AAAAA4AED770AC0
